"id";"name";"affiliation";"citedby";"pub_title";"pub_year";"citations";"pub_author";"eprint"
8832;"Dennis A. Bazylinski";"University of Nevada at Las Vegas";14521;"Bacteria that synthesize nano-sized compasses to navigate using earth’s geomagnetic field";"1970";20;"Lijun Chen and DA Bazylinski and BH Lower";""
8833;"James O. Fiet";"Brown Forman Chair in Entrepreneurship, University of Louisville";5954;"Antecedents of executive compensation: The use of covariance structure modeling";"1995";7;"James O Fiet and Rita D Kosnik";""
8834;"waltraud x schulze";"Unknown affiliation";9249;"The composition of plant mitochondrial supercomplexes changes with oxygen availability";"2011";67;"Santiago J Ramírez-Aguilar and Mandy Keuthe and Marcio Rocha and Vadim V Fedyaev and Katharina Kramp and Kapuganti J Gupta and Allan G Rasmusson and Waltraud X Schulze and Joost T van Dongen";"http://www.jbc.org/content/286/50/43045.full.pdf"
8835;"Nancy M. DiMarco";"Texas Woman's University";2764;"Relationship of thoracic kyphosis and lumbar lordosis to bone mineral density in women";"2013";14;"A Pavlovic and DL Nichols and CF Sanborn and NM Dimarco";"https://www.researchgate.net/profile/Nancy_Dimarco/publication/235522458_Relationship_of_thoracic_kyphosis_and_lumbar_lordosis_to_bone_mineral_density_in_women/links/55d4f54d08ae43dd17de4d8a/Relationship-of-thoracic-kyphosis-and-lumbar-lordosis-to-bone-mineral-density-in-women.pdf"
8836;"Xiaomiao Feng";"Nanjing University of Posts and Telecommunications";3282;"Highly conductive three-dimensional MnO 2–carbon nanotube–graphene–Ni hybrid foam as a binder-free supercapacitor electrode";"1970";219;"Guoyin Zhu and Zhi He and Jun Chen and Jin Zhao and Xiaomiao Feng and Yanwen Ma and Quli Fan and Lianhui Wang and Wei Huang";""
8837;"Jes Olesen";"Professor i Neurologi";74403;"Migraine classification and diagnosis. International Headache Society criteria.";"1994";125;"Jes Olesen and Richard B Lipton";""
8838;"Nathan Shapiro";"Beth Israel Deaconess MEdical Center";17481;"Skin biopsies demonstrate site-specific endothelial activation in mouse models of sepsis";"1970";30;"Nathan I Shapiro and Kiichiro Yano and Midori Sorasaki and Chris Fischer and Shou-Ching Shih and William C Aird";"https://www.karger.com/Article/FullText/210662"
8839;"Vicente Plaza";"PhD, MD";5580;"Quality assessment of asthma clinical practice guidelines: a systematic appraisal";"2013";48;"Agustín Acuña-Izcaray and Efraín Sánchez-Angarita and Vicente Plaza and Gustavo Rodrigo and Maria Montes de Oca and Ignasi Gich and Xavier Bonfill and Pablo Alonso-Coello";""
8840;"Tarek Moustafa";"Univ.-Ass. Mag. Dr.rer.nat";3735;"Coordinated induction of bile acid detoxification and alternative elimination in mice: role of FXR-regulated organic solute transporter-α/β in the adaptive response to bile acids";"2006";157;"Gernot Zollner and Martin Wagner and Tarek Moustafa and Peter Fickert and Dagmar Silbert and Judith Gumhold and Andrea Fuchsbichler and Emina Halilbasic and Helmut Denk and Hanns-Ulrich Marschall and Michael Trauner";"https://pdfs.semanticscholar.org/e059/9cc9ac561aa8da92bca72b8140b9ec91e49f.pdf"
8841;"Maria del Carmen Bisi Molina";"Professor";3727;"Prevalence of metabolic syndrome and related factors in bank employees according to different defining criteria, Vitória/ES, Brazil";"2013";32;"Luciane Bresciani Salaroli and Renata Aubin Dias Saliba and Eliana Zandonade and Maria del Carmen Bisi Molina and Nazaré Souza Bissoli";""
8842;"M. Harrison";"Language Learning Books Author";41465;"Algebraic properties of symmetric and partially symmetric Boolean functions";"1963";53;"Richard F Arnold and Michael A Harrison";""
8843;"Sarah J Richardson";"University of Exeter Medical School";3521;"Spatiotemporal dynamics of insulitis in human type 1 diabetes";"2016";6;"Kyle CA Wedgwood and Sarah J Richardson and Noel G Morgan and Krasimira Tsaneva-Atanasova";""
8844;"Murat Gunduz";"Professor of Civil and Architectural Engineering, Qatar University";819;"Analysis of Change Orders in Qatari Construction Projects";"1970";3;"Senouci A. and Alsarraj A. and Gunduz and M. and Eldin N.";"https://www.researchgate.net/profile/Ahmed_Senouci/publication/309167373_Analysis_of_change_orders_in_Qatari_construction_projects/links/58247b9308aeb45b588cbdbb/Analysis-of-change-orders-in-Qatari-construction-projects.pdf"
8845;"Udo Netzelmann";"Fraunhofer Institute for Nondestructive Testing";1050;"Eddy current pulsed thermography for ballistic impact evaluation in basalt-carbon hybrid composite panels";"2018";5;"Hai Zhang and Stefano Sfarra and Ahmad Osman and Fabrizio Sarasini and Udo Netzelmann and Stefano Perilli and Clemente Ibarra-Castanedo and Xavier PV Maldague";"https://corpus.ulaval.ca/jspui/bitstream/20.500.11794/32106/2/ao-57-18-D74.pdf"
8846;"Yuanda Dong (董远达)";"Professor of Material Science, Shanghai University";2396;"Influence of Zr additions on microstructure and magnetic properties of nanocomposite Nd10. 5Fe78-xCo5ZrxB6. 5 (x= 0-5) alloys";"1970";6;"谭晓华， 徐晖， 李强， 戚楠楠， 倪建森， 董远达";""
8847;"Holger Hoos";"Professor of Computer Science, Leiden University & University of British Columbia";23694;"Characterizing the run-time behavior of stochastic local search";"1970";27;"Holger Hoos and Thomas Stutzle";""
8848;"Pingze Zhang";"Jilin University";3054;"Simultaneous functional synthesis of mechanisms with mechanical efficiency and cost";"2014";10;"Bin He and Pengchang Zhang and Lilan Liu";"http://openurl.ebscohost.com/linksvc/linking.aspx?custid=s7478536?sid=google&auinit=B&aulast=He&atitle=Simultaneous+functional+synthesis+of+mechanisms+with+mechanical+efficiency+and+cost&id=doi:10.1007/s00170-014-6167-y&title=The+International+Journal+of+Advanced+Manufacturing+Technology&volume=75&issue=5-8&date=2014&spage=659"
8849;"Chien Hung Lai (賴建宏)";"Chung Yuan";31145;"Extract of lotus leaf (Nelumbo nucifera) and its active constituent catechin with insulin secretagogue activity";"2011";56;"Chun Fa Huang and Ya Wen Chen and Ching Yao Yang and Hui Yi Lin and Tzong Der Way and Wenchang Chiang and Shing Hwa Liu";""
8850;"Xudong Wang";"university of Wisconsin Madison";18325;"Effective weight control via an implanted self-powered vagus nerve stimulation device";"2018";10;"Guang Yao and Lei Kang and Jun Li and Yin Long and Hao Wei and Carolina A Ferreira and Justin J Jeffery and Yuan Lin and Weibo Cai and Xudong Wang";""
8851;"Yong-Su Jin";"Professor of Food Microbiology, University of Illinoise at Urbana-Champaign";7217;"Simultaneous utilization of cellobiose, xylose, and acetic acid from lignocellulosic biomass for biofuel production by an engineered yeast platform";"2015";51;"Na Wei and Eun Joong Oh and Gyver Million and Jamie HD Cate and Yong-Su Jin";""
8852;"Takeshi Bamba";"Medical Institute of Bioregulation, Kyushu University";5425;"Adiponectin/T-cadherin system enhances exosome biogenesis and decreases cellular ceramides by exosomal release";"2018";10;"Yoshinari Obata and Shunbun Kita and Yoshihisa Koyama and Shiro Fukuda and Hiroaki Takeda and Masatomo Takahashi and Yuya Fujishima and Hirofumi Nagao and Shigeki Masuda and Yoshimitsu Tanaka and Yuto Nakamura and Hitoshi Nishizawa and Tohru Funahashi and Barbara Ranscht and Yoshihiro Izumi and Takeshi Bamba and Eiichiro Fukusaki and Rikinari Hanayama and Shoichi Shimada and Norikazu Maeda and Iichiro Shimomura";""
8853;"Taeyoung Lee";"Mechanical and Aerospace Engineering, George Washington University";3735;"Computational Geometric Mechanics and Control of Rigid Bodies.";"1970";71;"Taeyoung Lee";"https://deepblue.lib.umich.edu/bitstream/handle/2027.42/60804/tylee_1.pdf?sequence=1&isAllowed=y"
8854;"Aleksandra Rosa-Gruszecka";"Instytut Badawczy Leśnictwa";55;"Warunki środowiskowe sprzyjające występowaniu trufli (Tuber spp.) na historycznych stanowiskach w Polsce";"1970";4;"Aleksandra Rosa-Gruszecka and D Hilszczanska and Hanna Szmidla";"http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.agro-fabdab7a-b1fa-4c1b-9194-88cfc963791a/c/rosa14-1-1.pdf"
8855;"Kirsty Flower";"imperial college";481;"Type 2 diabetes as a risk factor for dementia in women compared with men: a pooled analysis of 2.3 million people comprising more than 100,000 cases of dementia";"2016";147;"Saion Chatterjee and Sanne AE Peters and Mark Woodward and Silvia Mejia Arango and G David Batty and Nigel Beckett and Alexa Beiser and Amy R Borenstein and Paul K Crane and Mary Haan and Linda B Hassing and Kathleen M Hayden and Yutaka Kiyohara and Eric B Larson and Chung-Yi Li and Toshiharu Ninomiya and Tomoyuki Ohara and Ruth Peters and Tom C Russ and Sudha Seshadri and Bjørn H Strand and Rod Walker and Weili Xu and Rachel R Huxley";"https://care.diabetesjournals.org/content/39/2/300.short"
8856;"Dr. Oscar Bomati-Miguel";"Universidad Autónoma de Madrid";1673;"Surface enthalpy, enthalpy of water adsorption, and phase stability in nanocrystalline monoclinic zirconia";"2009";79;"AV Radha and Oscar Bomati‐Miguel and Sergey V Ushakov and Alexandra Navrotsky and Pedro Tartaj";"https://ceramics.onlinelibrary.wiley.com/doi/full/10.1111/j.1551-2916.2008.02796.x"
8857;"Carlo Albino Frigo";"Politecnico di Milano";5027;"Joint and segment angles of lower limbs in hip ostheoarthritis and total hip replaced patients measured using physilog system";"1970";5;"H Dejnabadi and K Aminian and B Najafi and C Trevisan and A Telonio and C Frigo and E Pavan and EC Marinoni and Ph Robert and PF Leyvraz";""
8858;"Roberto Rivelino";"Universidade Federal da Bahia";1302;"Optical properties and quasiparticle band gaps of transition-metal atoms encapsulated by silicon cages";"2014";10;"MIA Oliveira and R Rivelino and F de Brito Mota and Gueorgui Kostov Gueorguiev";"http://www.diva-portal.org/smash/get/diva2:712945/FULLTEXT01.pdf"
8859;"Yoshikazu Fukuyama";"School of Interdiciplinary Mathematical Science, Meiji University";6000;"Improved parallel reactive tabu search based job-shop scheduling considering minimization of secondary energy costs in factories";"2018";3;"Shuhei Kawaguchi and Yoshikazu Fukuyama";""
8860;"Li-Wei Ko";"National Chiao Tung University";2858;"Development of portable wireless brain computer interface with embedded systems";"1970";1;"Chin-Teng Lin and Hung-Yi Hsieh and Li-Wei Ko and May Lin and Sheng-Fu Liang";""
8861;"Leandro Miranda-Alves";"Instituto de Ciências Biomédicas, Universidade Federal do Rio de Janeiro";659;"Accumulation of organotins in seafood leads to reproductive tract abnormalities in female rats";"2015";19;"Priscila L Podratz and Eduardo Merlo and Gabriela C Sena and Mariana Morozesk and Marina M Bonomo and Silvia T Matsumoto and Mércia B da Costa and Gabriela C Zamprogno and Poliane AA Brandao and Maria TWD Carneiro and Emilio de C Miguel and Leandro Miranda-Alves and Ian V Silva and Jones B Graceli";""
8862;"Marjolein Lugtenberg";"Unknown affiliation";1388;"Factors influencing current low‐value follow‐up care after basal cell carcinoma and suggested strategies for de‐adoption: a qualitative study";"2019";1;"S Van Egmond and M Wakkee and A van Rengen and MT Bastiaens and T Nijsten and M Lugtenberg";""
8863;"Lopez-Alvarez,Gustavo";"Universidad EAFIT";4737;"Transcriptional expression of cis‐acting and trans‐acting splicing mutations cause autosomal dominant retinitis pigmentosa";"2008";30;"María José Gamundi and Imma Hernan and Marta Muntanyola and Miquel Maseras and Pedro López‐Romero and Rebeca Álvarez and Ana Dopazo and Salud Borrego and Miguel Carballo";""
8864;"Konstantin Matveev";"Associate Professor of Mechanical Engineering, Washington State University";1373;"Experimental and mathematical modeling of thermoacoustic instabilities in a Rijke tube";"1970";11;"K Matveev and F Culick";""
8865;"NIZAR ALSHARIF";"Assistant Professor, Al-Baha University";125;"ESPR: efficient security scheme for position-based routing in vehicular ad hoc networks";"2010";6;"Nizar Alsharif and Albert Wasef and Xuemin Shen";""
8866;"Karl J.J. Mayrhofer";"Director, Helmholtz-Institute Erlangen-Nürnberg for Renewable Energy (IEK-11), FZ Jülich";16195;"The impact of spectator species on the interaction of H 2 O 2 with platinum–implications for the oxygen reduction reaction pathways";"1970";62;"Ioannis Katsounaros and Wolfgang B Schneider and Josef C Meier and Udo Benedikt and P Ulrich Biedermann and Angel Cuesta and Alexander A Auer and Karl JJ Mayrhofer";"https://pubs.rsc.org/en/content/articlehtml/2013/cp/c3cp50649e"
8867;"Mark Berendsen";"Northwestern University";672;"A review of anti-reflux procedures for PPI non-responsive gastroesophageal reflux disease";"2017";1;"Luke Hillman and Rena Yadlapati and Maureen Whitsett and Avesh J Thuluvath and Mark A Berendsen and John E Pandolfino";"https://www.ncbi.nlm.nih.gov/pmc/articles/mid/NIHMS933487/"
8868;"Jian-Sheng Wang";"Department of Physics, National University of Singapore";14812;"Exchange fluctuation theorem for heat transport between multiterminal harmonic systems";"2014";10;"Bijay Kumar Agarwalla and Huanan Li and Baowen Li and Jian-Sheng Wang";"https://arxiv.org/pdf/1308.1604"
8869;"Mujeeb Ullah Chaudhry";"Durham University";1461;"Vacuum-processed polyethylene as a dielectric for low operating voltage organic field effect transistors";"2012";57;"Yasin Kanbur and Mihai Irimia-Vladu and Eric D Głowacki and Gundula Voss and Melanie Baumgartner and Günther Schwabegger and Lucia Leonat and Mujeeb Ullah and Hizir Sarica and Sule Erten-Ela and Reinhard Schwödiauer and Helmut Sitter and Zuhal Küçükyavuz and Siegfried Bauer and Niyazi Serdar Sariciftci";"https://www.sciencedirect.com/science/article/pii/S1566119912000717"
8870;"Ana Tereza Bittencourt Guimarães";"Professora de Bioestatística, Universidade Estadual do Oeste do Paraná";926;"Functional Performance and Quality of Life in Institutionalized Elderly Individuals";"2014";2;"Luciana Vieira Castilho-Weinert and Sibele Yoko Mattozo Takeda and Ana Tereza Bittencourt Guimarães and Anelise Macalossi Gonçalves and Luciana Maria Zanini and Alini Ioris Cavalcanti and Jocasta Mayara Grigório and Júlia Beatriz da Silva Cunha and Aline Fagundes Bonfim and Gabriela Soares Ximendes";""
8871;"Maria Grazia Tozzi";"Professore di Biochimica Università di Pisa";2242;"IMP-GMP specific cytosolic 5'-nucleotidase regulates nucleotide pool and prodrug metabolism";"1970";14;"Tozzi maria Grazia Cividini Federico and Filoni Daniela Nicole and Pesi Rossana and Allegrini Simone and Camici Marcella";""
8872;"Yen-Da Chen (陳彥達)";"Department of Computer Information and Network Engineering Lunghwa University of Science and";149860;"Search for new phenomena in dijet mass and angular distributions from pp collisions at s= 13TeV with the ATLAS detector";"2016";256;"Georges Aad and B Abbott and J Abdallah and O Abdinov and B Abeloos and R Aben and M Abolins and OS AbouZeid and H Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and J Adelman and S Adomeit and T Adye and AA Affolder and T Agatonovic-Jovin and J Agricola and JA Aguilar-Saavedra and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and T Alexopoulos and M Alhroob and G Alimonti and L Alio and J Alison and SP Alkire and BMM Allbrooke and BW Allen and PP Allport and A Aloisio and A Alonso and F Alonso and C Alpigiani and B Alvarez Gonzalez and D Álvarez Piqueras and MG Alviggi and BT Amadio and K Amako and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and N Amram and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and JK Anders and KJ Anderson and A Andreazza and V Andrei and S Angelidakis and I Angelozzi and P Anger and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and M Antonelli and A Antonov and J Antos and F Anulli and M Aoki and L Aperio Bella and G Arabidze and Y Arai and JP Araque and ATH Arce and FA Arduh and JF Arguin and S Argyropoulos and M Arik and AJ Armbruster and LJ Armitage and O Arnaez and H Arnold and M Arratia and O Arslan and A Artamonov and G Artoni and S Artz and S Asai and N Asbah and A Ashkenazi and B Åsman and L Asquith and K Assamagan and R Astalos and M Atkinson and NB Atlay and K Augsten and G Avolio and B Axen and MK Ayoub and G Azuelos and MA Baak and AE Baas and MJ Baca and H Bachacou and K Bachas and M Backes and M Backhaus and P Bagiacchi and P Bagnaia and Y Bai and JT Baines and OK Baker and EM Baldin and P Balek and T Balestri and F Balli and WK Balunas and E Banas and Sw Banerjee and AAE Bannoura and L Barak and EL Barberio and D Barberis and M Barbero and T Barillari and M Barisonzi and T Barklow and N Barlow and SL Barnes and BM Barnett and RM Barnett and Z Barnovska and A Baroncelli";""
