article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
301,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Dynamic changes of ADC, perfusion, and NMR relaxation parameters in transient focal ischemia of rat brain",2002,56,"Ferdinand A van Dorsten and Laszlo Olah and Wolfram Schwindt and Mattias Grüne and Ulla Uhlenküken and Frank Pillekamp and K‐A Hossmann and Mathias Hoehn",https://onlinelibrary.wiley.com/doi/pdf/10.1002/mrm.10021,204
302,"Ialamic Azad university, Lenjan Branch, Esfahan, Iran",1211,"Study of moving bed biofilm reactor in diethyl phthalate and diallyl phthalate removal from synthetic wastewater",2015,48,"Ehsan Ahmadi and Mitra Gholami and Mahdi Farzadkia and Ramin Nabizadeh and Ali Azari",,205
303,"Assistant Professor of Business Administration, Technical University of Madrid",95,"A valuation of wind power projects in Germany using real regulatory options",2014,24,"Manuel Monjas Barroso and José Balibrea Iniesta",,206
304,"York MRI Facility, Centre for Vision Research, York University",1011,"Early unilateral enucleation disrupts motion processing",2002,33,"Jennifer KE Steeves and Esther G González and Brenda L Gallie and Martin J Steinbach",,68
305,"Lecturer in Psychology,  Nottingham Trent University",95,"When ‘friends’ collide: Social heterogeneity and user vulnerability on social network sites",2016,20,"Sarah L Buglass and Jens F Binder and Lucy R Betts and Jean DM Underwood",http://irep.ntu.ac.uk/id/eprint/26014/1/PubSubs3048_3161_Binder_Betts.pdf,167
306,"Perugia University",1153,"Morphological and cytological development and starch accumulation in hermaphrodite and staminate flowers of olive (Olea europaea L.)",2009,51,"Lara Reale and Carlo Sgromo and Luisa Ederli and Stefania Pasqualini and Fabio Orlandi and Marco Fornaciari and Francesco Ferranti and Bruno Romano",,119
307,"Unknown affiliation",278,"New oral therapies for the prevention and treatment of venous thromboembolism",2013,8,"Thaddaus Hellwig and Michael Gulseth",,42
308,"iran university of medical sciences",116,"Effects of Metoclopramide in patients with non-ulcer dyspepsia",1997,1,"Amir Hossein Faghihi Kashani and Abbas Farzanegan and Mohsen Taghaddosi and Ahmad Ershadi",,207
309,NDVSU,286,"Studies on repeat breeding of buffaloes",2011,10,"Rajesh Kumar and Dharmendra Kumar and Biswajit Roy",http://ibic.lib.ku.ac.th/e-bulletin/IBBU201103005.pdf,208
310,"Research Staff, Lawrence Livermore National Laboratory",1028,"Comparison of theoretical and simulation-based predictions of grain-boundary Kapitza conductance in silicon",2008,46,"Sylvie Aubry and Christopher J Kimmer and Ashton Skye and Patrick K Schelling",,2
311,"University of Copenhagen",1033,"Are less developed countries more exposed to multinational tax avoidance? Method and evidence from micro-data",1970,51,"Niels Johannesen and Thomas Tørsløv and Ludvig Wier",https://www.econstor.eu/bitstream/10419/146209/1/856329568.pdf,209
312,"Michigan State University",2886,"A comparison of the Outcome Questionnaire‐45 and Outcome Questionnaire‐30 in classification and prediction of treatment outcome",2006,74,"Jennifer R Ellsworth and Michael J Lambert and Jennifer Johnson",,210
313,"National Chiao Tung University",2858,"Review of wireless and wearable electroencephalogram systems and brain-computer interfaces–a mini-review",1970,112,"Chin-Teng Lin and Li-Wei Ko and Meng-Hsiu Chang and Jeng-Ren Duann and Jing-Ying Chen and Tung-Ping Su and Tzyy-Ping Jung",https://www.karger.com/Article/PDF/230807,211
314,"Technical University of Sofia",97,"Real-time adaptive spectrum sensing for cyclostationary and energy detectors",2018,4,"Antoni Ivanov and Albena Mihovska and Krasimir Tonchev and Vladimir Poulkov",,212
315,"Istituto Italiano di Tecnologia",2566,"Role of the crystallization substrate on the photoluminescence properties of organo-lead mixed halides perovskites",2014,93,"Michele De Bastiani and Valerio D’Innocenzo and Samuel D Stranks and Henry J Snaith and Annamaria Petrozza",https://aip.scitation.org/doi/full/10.1063/1.4889845,213
316,"Unknown affiliation",1103,"Influence of the cavitation model on the simulation of cloud cavitation on 2D foil section",1970,59,"Sobhi Frikha and Olivier Coutier-Delgosha and Jacques Andre Astolfi",,214
317,"Postdoc - Laboraroty of Medicine and Pathobiology - University of Toronto",76,"Assembly stoichiometry of bacterial selenocysteine synthase and SelC (tRNAsec)",2013,11,"Livia Regina Manzine and Vitor Hugo Balasco Serrão and Luis Maurício Trambaioli da Rocha e Lima and Marcos Michel de Souza and Jefferson Bettini and Rodrigo Villares Portugal and Marin van Heel and Otavio Henrique Thiemann",https://febs.onlinelibrary.wiley.com/doi/pdf/10.1016/j.febslet.2013.02.014,182
318,"Dong-A University",709,"The fabrication of vertical light-emitting diodes using chemical lift-off process",2008,116,"Jun-Seok Ha and SW Lee and Hyun-Jae Lee and Hyo-Jong Lee and SH Lee and H Goto and T Kato and Katsushi Fujii and MW Cho and T Yao",https://tohoku.repo.nii.ac.jp/index.php?action=pages_view_main&active_action=repository_action_common_download&item_id=53729&item_no=1&attribute_id=18&file_no=1&page_id=33&block_id=38,215
319,"Department of Physics, National University of Singapore",14812,"Young’s modulus of graphene: a molecular dynamics study",2009,328,"Jin-Wu Jiang and Jian-Sheng Wang and Baowen Li",https://arxiv.org/pdf/0906.5237,2
320,"University of Hartford",641,"Multiple saccades are more automatic than single saccades",2007,20,"Paul van Donkelaar and Sandy Saavedra and Marjorie Woollacott",https://www.researchgate.net/profile/Paul_Van_Donkelaar/publication/6518216_Multiple_Saccades_Are_More_Automatic_Than_Single_Saccades/links/57c755bf08ae28c01d4f8213/Multiple-Saccades-Are-More-Automatic-Than-Single-Saccades.pdf,87
321,"Unknown affiliation",3489,"JNK1 physically interacts with WW domain-containing oxidoreductase (WOX1) and inhibits WOX1-mediated apoptosis",2003,151,"Nan-Shan Chang and Joan Doherty and Amy Ensign",http://www.jbc.org/content/278/11/9195.full.pdf,176
322,"Professor, Ryerson University",1885,"Political change in the metropolis",1989,304,"John J Harrigan and Ronald K Vogel",,NULL
323,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Accurate tree-based missing data imputation and data fusion within the statistical learning paradigm",2012,20,"Antonio D’Ambrosio and Massimo Aria and Roberta Siciliano",,216
324,"Postdoc at Joint Genome Institute",660,"Mycoparasitism studies of Trichoderma species against three phytopathogenic fungi: evaluation of antagonism and hydrolytic enzyme production",2013,54,"Thiago Fernandes Qualhato and Fabyano Alvares Cardoso Lopes and Andrei Stecca Steindorff and Renata Silva Brandao and Rosália Santos Amorim Jesuino and Cirano José Ulhoa",https://www.researchgate.net/profile/Andrei_Steindorff/publication/236924251_Mycoparasitism_studies_of_Trichoderma_species_against_three_phytopathogenic_fungi_Evaluation_of_antagonism_and_hydrolytic_enzyme_production/links/02e7e52c9477974c27000000.pdf,217
325,"Zonguldak Bulent Ecevit Universitesi",80,"Estimation of Tr81 Area Yearly Electric Energy Consumption By Artificial Neural Networks",1970,2,"Y Kocadayı and O Erkaymaz and R Uzun",,218
326,"Medical Institute of Bioregulation, Kyushu University",5425,"A metabolomic approach to lung cancer",2011,144,"Suya Hori and Shin Nishiumi and Kazuyuki Kobayashi and Masakazu Shinohara and Yukihisa Hatakeyama and Yoshikazu Kotani and Naoya Hatano and Yoshimasa Maniwa and Wataru Nishio and Takeshi Bamba and Eiichiro Fukusaki and Takeshi Azuma and Tadaomi Takenawa and Yoshihiro Nishimura and Masaru Yoshida",,219
327,"Researcher, Tokyo University of Agriculture and Technology",175,"Stress Tolerance and Symbiotic and Phylogenic Features of Root Nodule Bacteria Associated with Medicago Secies in Different Bioclimatic Regions of Tunisia",1970,17,"Salem Djedidi and Tadashi Yokoyama and Naoko Ohkama-Ohtsu and Chandra Prasad Risal and Chedly Abdelly and Hitoshi Sekimoto",https://www.jstage.jst.go.jp/article/jsme2/advpub/0/advpub_ME10138/_pdf,220
328,"University of Freiburg, Germany and Concept Engineering GmbH, Freiburg, Germany",905,"Counterexample generation for discrete-time Markov chains using bounded model checking",1970,40,"Ralf Wimmer and Bettina Braitling and Bernd Becker",http://www.academia.edu/download/30624601/Neil_D_Jones_Verification_Model_Checking_and_Ab.pdf#page=376,221
329,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Immobilization of monolayers incorporating Cu funnel complexes onto gold electrodes. Application to the selective electrochemical recognition of primary alkylamines in water",2016,21,"Gael De Leener and Ferdinand Evoung-Evoung and Angelique Lascaux and Jérémy Mertens and Ana Gabriela Porras-Gutierrez and Nicolas Le Poul and Corinne Lagrost and Diana Over and Yann R Leroux and François Reniers and Philippe Hapiot and Yves Le Mest and Ivan Jabin and Olivia Reinaud",,8
330,"Professor Adjunto Universidade Federal de Ouro Preto",294,"Antinociceptive effect of a ruthenium complex in mice",2008,12,"MP Cristiano and DC Cardoso and MM da Silva Paula and L Costa‐Campos",,222
331,"Proffessor, Physics Department, NTUA",877,"Biophotonic techniques for manipulation and characterization of drug delivery nanosystems in cancer therapy",2012,45,"E Spyratou and M Makropoulou and EA Mourelatou and C Demetzos",,223
332,"University of Pennsylvania",542,"Creating arabic-english parallel word-aligned treebank corpora at LDC",1970,8,"Stephen Grimes and Xuansong Li and Ann Bies and Seth Kulick and Xiaoyi Ma and Stephanie Strassel",,224
333,"University of Chicago",2312,"High‐Performance Organic Field‐Effect Transistors Based on Single and Large‐Area Aligned Crystalline Microribbons of 6, 13‐Dichloropentacene",2013,58,"Mao Wang and Jie Li and Guangyao Zhao and Qinghe Wu and Yangguang Huang and Wenping Hu and Xike Gao and Hongxiang Li and Daoben Zhu",http://www.academia.edu/download/44316897/High-Performance_Organic_Field-Effect_Tr20160401-7193-1jomzs1.pdf,225
334,"Associate Professor, lektor, Aalborg University",1382,"Navigation using range images on a mobile robot",1992,37,"Claus S Andersen and Claus B Madsen and Jan J Sorensen and Niels OS Kirkeby and Judson P Jones and Henrik I Christensen",,56
335,"Universidad de Guadalajara",98,"Peripheral T-lymphocytes express WNT7A and its restoration in leukemia-derived lymphoblasts inhibits cell proliferation",2012,20,"Alejandra B Ochoa-Hernández and Moisés Ramos-Solano and Ivan D Meza-Canales and Beatriz García-Castro and Mónica A Rosales-Reynoso and Judith A Rosales-Aviña and Esperanza Barrera-Chairez and Pablo C Ortíz-Lazareno and Georgina Hernández-Flores and Alejandro Bravo-Cuellar and Luis F Jave-Suarez and Patricio Barros-Núñez and Adriana Aguilar-Lemarroy",https://bmccancer.biomedcentral.com/articles/10.1186/1471-2407-12-60,226
336,"Professor of Mathematics, University of Wollongong, Australia",2497,"A closed‐form exact solution for pricing variance swaps with stochastic volatility",2011,74,"Song‐Ping Zhu and Guang‐Hua Lian",https://core.ac.uk/download/pdf/56362220.pdf,227
337,"Professor in Cognitive Development",10480,"Genetically dissociated components of working memory: Evidence from Downs and Williams syndrome",1999,332,"C Jarrold and AD Baddeley and AK Hewes",,5
338,"Charles Sturt University",404,"Theme unit analysis: A systemic functional treatment of textual meanings in Japanese",2005,12,"Elizabeth A Thomson",https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1138&context=artspapers,228
339,"Berlin University of Technology em.",2556,"Magnetic resonance soundings with separated transmitter and receiver loops",2005,72,"Marian Hertrich and Martina Braun and Ugur Yaramanci",,229
340,"Language Learning Books Author",41465,"Electronic structure and the properties of solids: the physics of the chemical bond",2012,7153,"Walter A Harrison",,NULL
341,"Australian national university",2452,"Track 2 Security Dialogue in the Asia-Pacific: reflections and future directions",2006,57,"Desmond Ball and Anthony Milner and Brendan Taylor",,230
342,"National Defense Academy of Japan",681,"Variation of Nusselt number with flow regimes behind a circular cylinder for Reynolds numbers from 70 to 30 000",2004,54,"Hajime Nakamura and Tamotsu Igarashi",https://www.academia.edu/download/46017117/Variation_of_Nusselt_number_with_flow_re20160528-31728-1050dft.pdf,152
343,"Royal Canin",106,"Behavioral differentiation during collective building in wild mice Mus spicilegus",2012,16,"J Serra and MJ Hurtado and A Le Négrate and C Féron and Raymond Nowak and Patrick Gouat",http://www.academia.edu/download/45064758/Behavioral_differentiation_during_collec20160425-10519-1ujjn8d.pdf,231
344,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Exploring the capability of wireless near infrared spectroscopy as a portable seizure detection device for epilepsy patients",2015,22,"Jesper Jeppesen and Sándor Beniczky and Peter Johansen and Per Sidenius and Anders Fuglsang-Frederiksen",https://www.sciencedirect.com/science/article/pii/S1059131115000242,90
345,"Assistant Professor of Business Administration, Technical University of Madrid",95,"Assessment of offshore wind energy projects in Denmark. A comparative study with onshore projects based on regulatory real options",2015,3,"José Balibrea Iniesta and Manuel Monjas Barroso",,232
346,"University of Graz",1999,"Implementing nature's lesson: the industrial recycling network enhancing regional development",1997,225,"Erich J Schwarz and Karl W Steininger",,233
347,"chung nam national university",109,"High-density mapping of quantitative trait loci for grain-weight and spikelet number in rice",2014,10,"Dong-Min Kim and Hyun-Sook Lee and Soo-Jin Kwon and Mark Edward Fabreag and Ju-Won Kang and Yeo-Tae Yun and Chong-Tae Chung and Sang-Nag Ahn",https://thericejournal.springeropen.com/articles/10.1186/s12284-014-0014-5,134
348,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"Sound image localizer",2009,26,,https://patentimages.storage.googleapis.com/22/fb/d8/9815697d3cc1c2/US7602921.pdf,NULL
349,"University of California, San Diego",4119,"Detection of spatially distributed damage in fiber-reinforced polymer composites",2013,74,"Bryan R Loyola and Timothy M Briggs and Luciana Arronche and Kenneth J Loh and Valeria La Saponara and Greg O’Bryan and Jack L Skinner",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.820.6998&rep=rep1&type=pdf,234
350,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Increased levels of platelet activation markers are positively associated with carotid wall thickness and other atherosclerotic risk factors in obese patients",1970,49,"Éva Csongrádi and Bela Nagy Jr and Tibor Fulop and Zsuzsa Varga and Zsolt Karányi and Mária T Magyar and László Oláh and Mária Papp and Andrea Facskó and János Kappelmayer and György Paragh and Miklós Káplar",,235
351,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"Carbon dioxide reforming of methane to produce synthesis gas over metal-supported catalysts: state of the art",1996,674,"Shaobin Wang and GQ Lu and Graeme J Millar",http://www.academia.edu/download/46955583/Carbon_Dioxide_Reforming_of_Methane_To_P20160702-26743-ebyzjd.pdf,236
